name;price;expiration
Flower - Commercial Bronze #(564182327494432414);$171.85;1/3/2023
C - Plus, Orange #(3587222779491872);$189.81;1/6/2023
Wine - White, French Cross #(564182609212936622);$9.94;1/29/2023
Puree - Mocha #(1E2);$1.77;3/4/2023
Cod - Fillets #(3578629796251926);$5.96;3/17/2023
Fork - Plastic #(3581083527644527);$39.20;1/16/2023
Pastry - Plain Baked Croissant #(30423014817314);$93.51;12/24/2022
Capers - Pickled #(3581837436898874);$173.83;12/16/2022
Sauce - Sesame Thai Dressing #(5100148280317822);$190.69;12/22/2022
Rice - Sushi #(4844453624537240);$133.27;12/11/2022
Lettuce - Red Leaf #(3580248284236061);$67.38;11/29/2022
Dawn Professionl Pot And Pan #(374283781373907);$82.60;1/13/2023
Asparagus - White, Canned #(4905464952861124);$135.26;1/21/2023
Schnappes - Peach, Walkers #(201918991942582);$142.98;3/8/2023
Broom - Angled #(5231862650077624);$116.58;2/15/2023
Creme De Menth - White #(3560974268704022);$24.12;2/16/2023
Snails - Large Canned #(30299683865374);$48.72;
Sparkling Wine - Rose, Freixenet #(3547253567523245);$198.83;2/17/2023
Cookie - Oatmeal #(3561919131933315);$35.86;12/7/2022
Beer - Paulaner Hefeweisse #(3586829716453103);$169.89;1/19/2023
Wine - Red, Metus Rose #();$83.99;
Bread Foccacia Whole #(5602221518773240);$6.74;2/22/2023
Wine - Stoneliegh Sauvignon #(3570862226216312);$28.73;1/29/2023
Macaroons - Two Bite Choc #(3574457432858696);$116.00;11/25/2022
Pork - Belly Fresh #(4966286099724);$181.54;3/4/2023
Hot Chocolate - Individual #(3583293705389690);$77.27;1/2/2023
Olives - Green, Pitted #(,。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’);$101.36;11/27/2022
Pop - Club Soda Can #(676722634470755471);$75.30;11/29/2022
Hummus - Spread #(4911042244390243);$24.10;1/4/2023
Cactus Pads #();$192.45;2/19/2023
Sugar - Invert #(3576059642343416);$155.68;11/26/2022
Mousse - Mango #();$140.86;1/7/2023
Butter - Salted, Micro #(3563527483151036);$193.58;2/21/2023
Appetizer - Mini Egg Roll, Shrimp #(4041592806509);$184.51;1/19/2023
Bread - Malt #(337941482222923);$153.04;12/25/2022
Table Cloth 62x120 White #(6759788249908788116);$27.63;12/3/2022
Pork - Shoulder #();$118.17;1/31/2023
Mushrooms - Honey #(3546324664449187);$41.69;2/19/2023
Wine - White, Chardonnay #(3581638129851349);$26.37;2/12/2023
Beans - Turtle, Black, Dry #(36856494026696);$13.36;1/28/2023
Beef - Striploin Aa #(5356120202190091);;2/14/2023
Cornstarch #(3536060412436629);$50.77;1/9/2023
Shrimp - Black Tiger 8 - 12 #(3539841640347903);$166.49;12/25/2022
Cakes Assorted #(3580417021182017);$118.25;
Lotus Rootlets - Canned #(3536785379903589);$139.92;3/6/2023
Oven Mitts 17 Inch #(3533031776019379);$19.34;3/8/2023
Hummus - Spread #(337941625824171);$163.79;3/11/2023
Sauce - Ranch Dressing #();$123.86;12/21/2022
Snapple Raspberry Tea #(,。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’);$3.91;2/4/2023
Ginger - Crystalized #(5602210067636201769);$162.82;3/13/2023
;$75.33;12/11/2022
Pork - Loin, Bone - In #(3533825913790689);;1/28/2023
Cape Capensis - Fillet #(3582795109303441);$189.72;1/9/2023
Cilantro / Coriander - Fresh #(3568590082583285);$184.50;12/29/2022
Hot Chocolate - Individual #(3589151888782087);$23.29;12/11/2022
Wine - Magnotta - Pinot Gris Sr #(372301115380125);;12/25/2022
Cheese - St. Andre #(울란바토르);$85.95;11/24/2022
Turnip - Wax #(3558481955855921);$141.43;12/29/2022
Appetizer - Sausage Rolls #(3541956167859944);$117.00;2/13/2023
Hipnotiq Liquor #(3533667260744517);$94.27;11/24/2022
Pasta - Bauletti, Chicken White #(3530203798552686);$43.74;3/16/2023
Pomello #(3541027428569936);$154.54;12/24/2022
Foam Dinner Plate #(3560249637669937);$165.12;12/6/2022
Wine - Balbach Riverside #(3583601286839489);$127.73;2/5/2023
Napkin - Cocktail,beige 2 - Ply #(3553825367605024);$116.81;12/2/2022
Pear - Packum #(3568206576410311);$155.71;12/16/2022
Beef - Kobe Striploin #(5048370414567362);$78.11;2/27/2023
Bar Special K #();$6.97;12/16/2022
Goulash Seasoning #(5002353071480164);$87.30;12/22/2022
Pork - Tenderloin, Fresh #(ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ);$142.29;2/7/2023
Capon - Breast, Wing On #(3568585952197349);$62.85;3/9/2023
Guinea Fowl #(30271902410415);$70.57;2/28/2023
Napkin White - Starched #(5048374127238188);$6.27;2/22/2023
Pur Source #(4905136023971096);$116.33;2/12/2023
Muffin Hinge Container 6 #(3528156969723649);$71.35;3/2/2023
Wine - Sake #(490534885162780441);$126.49;1/31/2023
Cocktail Napkin Blue #(3531650963160043);$82.83;2/12/2023
Honey - Comb #(201585053617202);$60.15;1/15/2023
Tea - English Breakfast #(3550715358418920);;2/26/2023
Sea Bass - Whole #(3532029449758465);$94.36;1/23/2023
Mushroom - Chanterelle Frozen #(3547780027098301);$75.22;3/2/2023
;$1.09;11/30/2022
Sponge Cake Mix - Vanilla #(3589745983319008);$198.28;3/8/2023
Pomello #(3572363264085931);$86.46;3/15/2023
Vinegar - Rice #(564182365490400852);$131.25;12/6/2022
Pepper - Roasted Red #(5100179492222872);$28.58;2/9/2023
Napkin - Cocktail,beige 2 - Ply #(3553825367605024);$116.81;12/2/2022
Oil - Food, Lacquer Spray #(4911200299340592);$172.34;12/2/2022
Tea - Camomele #(677183480065822916);$36.76;1/19/2023
Quail - Jumbo Boneless #(3571981243431859);$52.44;12/17/2022
Plums - Red #();$178.08;3/9/2023
Juice - Pineapple, 48 Oz #(Ω≈ç√∫˜µ≤≥÷);$113.70;1/4/2023
Turnip - Wax #(3558481955855921);$141.43;12/29/2022
Nantucket Apple Juice #(3582916495953843);$2.56;12/10/2022
Tart - Raisin And Pecan #(561059827304746404);$43.85;12/27/2022
Sauce - Mint #(5466978725072196);$187.46;3/12/2023
Lettuce - Curly Endive #(5480854965643594);$62.28;2/5/2023
Salt - Rock, Course #(3543243425895483);$46.53;12/1/2022
Wine - Saint - Bris 2002, Sauv #(١٢٣);;1/12/2023
Lamb - Whole, Fresh #(3564992433395001);$113.91;11/25/2022
Juice - Lime #();$140.74;1/14/2023
Tomato Paste #(5641824190935902725);$13.59;1/11/2023
Plate - Foam, Bread And Butter #(3581110958040121);$39.74;2/21/2023
Cake - Night And Day Choclate #(3579253370962466);$23.81;1/16/2023
Container Clear 8 Oz #();$163.45;11/23/2022
Scallops - In Shell #(הָיְתָהtestالصفحات التّحول);$71.61;2/2/2023
Spring Roll Wrappers #(372301927497307);$24.20;3/13/2023
Bread - Olive #(30384890413562);$148.09;1/12/2023
Fish - Base, Bouillion #(4405961853673438);$32.41;2/14/2023
Curry Paste - Madras #(4041379612799);$37.08;12/30/2022
Gelatine Leaves - Bulk #(3589475857158973);$80.08;1/9/2023
Chevril #(3543694531857751);$46.22;12/3/2022
Soup - Base Broth Chix #(5602238180540657);$149.04;1/17/2023
Lemon Balm - Fresh #(3568247825411510);$173.07;3/13/2023
Coffee - Cafe Moreno #(3534362446611629);$125.75;2/26/2023
Kaffir Lime Leaves #(3566691100894043);$79.10;2/15/2023
;$88.65;2/24/2023
Clam Nectar #(3580372026703855);$133.36;2/5/2023
Liners - Banana, Paper #(560221333015104715);$61.38;2/28/2023
Beer - Blue #(372301436435608);$8.46;12/22/2022
Tomatoes - Roma #(374622397754978);$177.85;11/30/2022
Apple - Macintosh #(30003415950110);$24.42;12/28/2022
Vinegar - White Wine #((｡◕ ∀ ◕｡));$92.55;3/3/2023
Ranchero - Primerba, Paste #(6759800463466436);$146.72;2/13/2023
Vinegar - Red Wine #(5048379522341693);$110.71;2/22/2023
Bread - Malt #(1E+02);$0.45;2/15/2023
Bread - Bistro Sour #(3580804972772278);$108.09;12/8/2022
Lobster - Tail 6 Oz #(5893947959954097438);$97.12;1/21/2023
Ice Cream Bar - Drumstick #(3579025690003464);$191.52;
Cheese - Mozzarella #(3535839022168578);$110.41;2/15/2023
Sugar - Crumb #(4917777246635202);$117.92;1/24/2023
Cheese - St. Andre #(3533484377830142);$141.98;2/19/2023
Beef - Ground Lean Fresh #(‫test‫);$161.45;1/12/2023
Appetizer - Mini Egg Roll, Shrimp #(4041592806509);$184.51;1/19/2023
Parsley - Dried #(5602230920210444);$65.51;1/4/2023
Chocolate Bar - Oh Henry #(⁰⁴⁵₀₁₂);$160.39;11/30/2022
Crab - Imitation Flakes #(3586831078408410);$37.46;12/9/2022
Pasta - Lasagna, Dry #(4026373913208776);$141.30;
Tuna - Bluefin #(`⁄€‹›ﬁﬂ‡°·‚—±);$22.69;3/2/2023
Glycerine #(4405260617672467);$38.29;2/13/2023
Cheese - Grana Padano #(3566971102136738);$163.88;1/14/2023
Bread Crumbs - Panko #(3567758481685800);;11/28/2022
Red Snapper - Fresh, Whole #(3563935885136861);;1/24/2023
Instant Coffee #(6381037712032265);$8.54;3/4/2023
Wild Boar - Tenderloin #(-1E02);$106.66;1/17/2023
Puree - Mocha #(3574666213456393);$63.85;1/22/2023
Vermouth - Sweet, Cinzano #(3583844134651991);$149.61;2/12/2023
Pineapple - Golden #(5100148907359991);;12/27/2022
Soup - Knorr, Country Bean #(3557714925828557);$97.12;2/13/2023
Puree - Guava #(1E+02);;2/6/2023
Bread - Bistro Sour #(5038438286045858);$131.10;12/4/2022
Bread Base - Toscano #(3569092728478912);$17.44;12/23/2022
Container Clear 8 Oz #();$163.45;11/23/2022
Onions - Vidalia #(3548947491593500);$106.39;2/22/2023
Veal - Brisket, Provimi,bnls #(50387643596770078);$188.15;12/15/2022
Cheese - Pied De Vents #();$108.10;3/13/2023
Mussels - Frozen #(5038095712434062);$77.77;1/15/2023
Plate Pie Foil #(1);$62.39;12/5/2022
Rice - Sushi #(4844453624537240);$133.27;12/11/2022
Flax Seed #(œ∑´®†¥¨ˆøπ“‘);$122.69;3/16/2023
Wine - Red, Wolf Blass, Yellow #(30328398828771);$61.82;3/4/2023
Wine La Vielle Ferme Cote Du #(6333266461103073740);;1/5/2023
Pepper - Cayenne #(3587575144331333);$61.89;12/25/2022
Shrimp - 16/20, Peeled Deviened #(3565504291643239);$12.09;2/27/2023
Sultanas #(3543647317175442);$192.92;3/2/2023
Island Oasis - Ice Cream Mix #();$27.97;3/15/2023
Potatoes - Pei 10 Oz #(3570506917647943);;1/3/2023
Potatoes - Purple, Organic #(œ∑´®†¥¨ˆøπ“‘);$143.37;3/5/2023
Ham - Cooked Bayonne Tinned #(4508083634117928);$90.70;11/29/2022
Langers - Ruby Red Grapfruit #(3559374360810194);$198.41;3/13/2023
Beans - Turtle, Black, Dry #(36856494026696);$13.36;1/28/2023
Cookie - Oreo 100x2 #(3536997332582869);$134.99;11/25/2022
Snails - Large Canned #(30299683865374);$48.72;
Soup - French Onion, Dry #(30180679004469);$98.98;1/10/2023
Cookie Dough - Chunky #(3534488839201379);$186.57;2/4/2023
Chutney Sauce #(3561015847910760);$190.74;1/22/2023
Pepper - Black, Crushed #(3547210452985947);$151.02;2/21/2023
Coffee - Irish Cream #(676144027396138320);$198.02;12/29/2022
Pork - Tenderloin, Fresh #(ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ);$142.29;2/7/2023
Tomato Puree #();$180.27;2/8/2023
Chick Peas - Canned #(3545394140251623);$61.05;2/9/2023
Sultanas #(060451353857244140);$93.77;2/25/2023
Sambuca - Opal Nera #(3531109437578082);$106.63;3/6/2023
Table Cloth 72x144 White #('');$181.82;11/28/2022
Pastry - Chocolate Chip Muffin #(3587152088351345);$24.41;2/25/2023
Veal - Leg, Provimi - 50 Lb Max #(3535607544809478);$98.80;1/23/2023
Jolt Cola - Electric Blue #(社會科學院語學研究所);$52.67;1/8/2023
Pepper - Cayenne #(67095269353817063);$126.33;12/6/2022
Soup - Knorr, Chicken Gumbo #(3561807082668701);$175.66;12/5/2022
Broom Handle #(3535006099701588);$76.54;1/1/2023
Coffee - Cafe Moreno #(3579595343651539);$110.02;11/25/2022
Pernod #(5602253498344064);$28.48;12/23/2022
Wine - Red, Metus Rose #();$83.99;
Chips Potato Salt Vinegar 43g #(490515680500796727);$77.39;12/10/2022
Bar - Sweet And Salty Chocolate #(4175009874084025);$13.54;1/14/2023
Peas - Frozen #(6759229150157225);$20.74;1/18/2023
Galliano #(3532067255743858);;2/15/2023
Sea Bass - Whole #(3532029449758465);$94.36;1/23/2023
Cafe Royale #(3563203112373017);$21.22;1/16/2023
Octopus - Baby, Cleaned #(3574530849279548);$185.42;12/12/2022
Apples - Sliced / Wedge #(5602236713082627);$188.77;12/3/2022
Island Oasis - Cappucino Mix #(50205929093046710);$121.68;1/29/2023
Pork - Chop, Frenched #(3567149820773848);$86.71;3/10/2023
"Icecream - Dstk Strw Chseck #( test )";$136.36;2/17/2023
Cheese - Roquefort Pappillon #(3582513731406114);$53.59;2/22/2023
Iced Tea Concentrate #(50183886512537180);$14.02;12/25/2022
Beer - Heinekin #(201799785049259);$149.45;12/1/2022
Pasta - Canelloni, Single Serve #(3530042453176674);$109.82;12/8/2022
Nut - Cashews, Whole, Raw #(4844186744782805);$96.84;2/25/2023
Wine - Magnotta - Pinot Gris Sr #(30335833694023);$117.74;12/4/2022
Chervil - Fresh #(5007663911444880);$96.25;3/14/2023
Goulash Seasoning #(5002353071480164);$87.30;12/22/2022
Beer - Sleeman Fine Porter #();$95.00;2/21/2023
Beer - Heinekin #(201799785049259);$149.45;12/1/2022
Coriander - Ground #(3536978218035784);;2/23/2023
Guinea Fowl #(30271902410415);$70.57;2/28/2023
Chicken - Livers #(490504345090624068);$113.80;12/10/2022
Liners - Banana, Paper #(3574091552943267);$77.47;3/7/2023
Salt - Rock, Course #(3543243425895483);$46.53;12/1/2022
Spice - Greek 1 Step #(3562208122780656);$120.17;12/3/2022
Nut - Almond, Blanched, Ground #(3565218175531614);$17.34;1/13/2023
Oil - Cooking Spray #(3589852879397559);$47.54;3/11/2023
Vermouth - White, Cinzano #(3538522324349891);$191.87;12/25/2022
Cod - Salted, Boneless #(5602249582351999);$184.04;1/3/2023
Shichimi Togarashi Peppeers #();;2/15/2023
Potatoes - Mini Red #(201867872834170);$62.59;12/25/2022
Wine - Mas Chicet Rose, Vintage #(3535028024767906);$34.37;1/30/2023
Soup - Knorr, Chicken Gumbo #(3561807082668701);$175.66;12/5/2022
Coke - Diet, 355 Ml #(676718916474125819);$82.68;11/28/2022
Beer - Creemore #(6385109398639287);$45.95;12/17/2022
Water - Evian 355 Ml #(201777459636650);$34.93;2/15/2023
Veal - Heart #(201582610918538);$80.95;12/12/2022
Lamb - Sausage Casings #(3539953267824161);$84.26;11/24/2022
Zucchini - Mini, Green #(3573924780116234);$97.60;1/8/2023
Pasta - Lasagna Noodle, Frozen #(␣);$13.73;3/4/2023
Mushroom - Enoki, Fresh #(3574944004111547);$196.94;3/4/2023
Wine - Balbach Riverside #(3583601286839489);$127.73;2/5/2023
Crackers - Soda / Saltins #(6370816053838619);$129.18;12/11/2022
Pastry - Key Limepoppy Seed Tea #(3564716104189728);$125.35;11/30/2022
Chips Potato Reg 43g #(30388467519156);$95.31;1/28/2023
Cilantro / Coriander - Fresh #(3568590082583285);$184.50;12/29/2022
Vodka - Lemon, Absolut #(374622197944761);;11/28/2022
Wine - Sicilia Igt Nero Avola #(3583872103840626);$61.15;1/4/2023
Pop Shoppe Cream Soda #();$103.70;2/10/2023
Artichokes - Jerusalem #(3548254390664304);$191.99;12/13/2022
Pastry - Key Limepoppy Seed Tea #(3564716104189728);$125.35;11/30/2022
Guinea Fowl #(30271902410415);$70.57;2/28/2023
Stock - Fish #(6333476109722733);$182.71;12/27/2022
Mayonnaise - Individual Pkg #(3537534186677286);$120.40;12/3/2022
Fiddlehead - Frozen #(3551723892426341);$97.30;2/15/2023
Cornstarch #(3536060412436629);$50.77;1/9/2023
Sauce - Hp #(3572143017395302);$150.07;2/26/2023
Mousse - Passion Fruit #(3541250909988975);$174.24;12/28/2022
Liners - Banana, Paper #(3574091552943267);$77.47;3/7/2023
Red Snapper - Fresh, Whole #(5100170068104008);$108.55;12/22/2022
Irish Cream - Baileys #(3537689742876903);$53.15;2/18/2023
Olives - Morracan Dired #();$129.36;3/5/2023
Cheese - Mozzarella, Buffalo #(3528053967341229);$4.56;3/12/2023
Cookie Trail Mix #(56022231941817485);$9.08;3/13/2023
Absolut Citron #(3589609129648250);$12.89;
Bread - Italian Sesame Poly #(3549206151454522);$178.11;2/10/2023
Napkin - Cocktail,beige 2 - Ply #(3553825367605024);$116.81;12/2/2022
Juice - Lime #();$140.74;1/14/2023
Wine - Red Oakridge Merlot #(3566162296070996);$174.54;1/16/2023
Sole - Fillet #(30173386136849);$60.17;2/5/2023
Lettuce - Radicchio #(5007664772890161);$128.24;2/5/2023
Cauliflower #();$163.26;2/26/2023
Truffle - Whole Black Peeled #(374288836449362);$100.09;12/3/2022
Juice - Orangina #(30422695233882);$91.40;12/8/2022
Pepper - Chipotle, Canned #();$18.67;2/25/2023
Pear - Packum #();$33.83;2/8/2023
Oil - Margarine #();$112.71;12/23/2022
Paper - Brown Paper Mini Cups #(36740427954697);$84.11;1/12/2023
Pie Box - Cello Window 2.5 #(3535635042704610);$181.38;11/30/2022
Bread - Malt #(1E+02);$0.45;2/15/2023
Plums - Red #();$178.08;3/9/2023
Banana - Leaves #(3586330745425436);$173.90;11/26/2022
Wine - Barossa Valley Estate #(4913221978998243);$52.87;3/14/2023
Sauce - Ranch Dressing #();$123.86;12/21/2022
Wanton Wrap #(3582660861637818);$101.99;11/29/2022
Beef - Kobe Striploin #(5048370414567362);$78.11;2/27/2023
Tea - English Breakfast #(3550715358418920);;2/26/2023
Vodka - Hot, Lnferno #(3532397223871725);$141.85;2/5/2023
Pepper - Black, Ground #(490592987047507467);$122.93;1/1/2023
Hot Chocolate - Individual #(3589151888782087);$23.29;12/11/2022
Water - Perrier #(3537183992998492);$69.36;1/21/2023
Trout - Rainbow, Frozen #(67610692805765893);$94.67;3/1/2023
;$60.77;2/20/2023
Towel Dispenser #(676231168801672745);$62.32;12/18/2022
Appetizer - Seafood Assortment #(0604583600344324);$87.42;1/2/2023
Tart Shells - Barquettes, Savory #(5602232301935579615);$72.06;1/10/2023
Oil - Food, Lacquer Spray #(4911200299340592);$172.34;12/2/2022
Peas - Frozen #(6759229150157225);$20.74;1/18/2023
Raisin - Golden #(374622774316631);$10.11;3/3/2023
Nut - Peanut, Roasted #(4936223192998693417);$88.65;12/21/2022
Spice - Greek 1 Step #(3562208122780656);$120.17;12/3/2022
Wine - Two Oceans Cabernet #();$29.66;12/3/2022
Sauce - Hp #(␣);$112.17;2/8/2023
Cookie Dough - Chunky #(3534488839201379);$186.57;2/4/2023
Salt - Celery #(3531633985167329);$74.06;2/25/2023
Shichimi Togarashi Peppeers #(5602218331492800);$38.48;1/22/2023
Sauce - Gravy, Au Jus, Mix #(6709748211902320);;2/4/2023
Potatoes - Idaho 80 Count #(5602249846478372);$133.57;3/5/2023
Amaretto #(6761319895012810735);$0.99;2/20/2023
Banana - Leaves #(30573021217427);$174.40;2/19/2023
Star Fruit #(᠎);$132.22;
Cinnamon Buns Sticky #();$16.77;3/16/2023
Table Cloth 62x120 White #(6759788249908788116);$27.63;12/3/2022
Dome Lid Clear P92008h #(5602227834991978);$159.82;12/13/2022
Hersey Shakes #(3581655423904269);$35.63;12/3/2022
Sprouts - Baby Pea Tendrils #(374288290281350);$75.02;3/2/2023
Soup - Campbells, Classic Chix #(../../../../../../../../../../../etc/passwd%00);$195.55;2/19/2023
Wine - Alsace Gewurztraminer #(3534762144984097);$169.21;1/11/2023
Cookie Dough - Chunky #(3534488839201379);$186.57;2/4/2023
Schnappes - Peach, Walkers #(30363723269227);$140.29;1/22/2023
Cauliflower #(493618812402790066);$62.75;12/4/2022
Puree - Mango #(3582704336241713);$100.97;11/29/2022
Tomato - Plum With Basil #(3539940803532085);$180.80;3/14/2023
Veal - Shank, Pieces #(3535281600094241);$106.09;12/5/2022
Bread - Sour Batard #(5100144473602518);$130.09;2/1/2023
Creme De Menth - White #(3560974268704022);$24.12;2/16/2023
Juice - Clamato, 341 Ml #(3557708585855538);$91.24;3/3/2023
Passion Fruit #(🐵 🙈 🙉 🙊);$106.46;1/29/2023
Soup - Cream Of Potato / Leek #(<img src=x onerror=alert('hi') />);$70.85;1/3/2023
Chips Potato Reg 43g #(30388467519156);$95.31;1/28/2023
Galliano #(3532067255743858);;2/15/2023
Tea - Camomele #(677183480065822916);$36.76;1/19/2023
Cheese - Woolwich Goat, Log #($1.00);$68.84;12/6/2022
Vodka - Lemon, Absolut #(5018952792691270919);$91.13;12/27/2022
Juice - Tomato, 10 Oz #(30582044901222);$96.10;2/16/2023
Chocolate Bar - Oh Henry #(⁰⁴⁵₀₁₂);$160.39;11/30/2022
Parsley - Dried #(5602230920210444);$65.51;1/4/2023
Pear - Packum #();$33.83;2/8/2023
Towel Dispenser #(676231168801672745);$62.32;12/18/2022
Miso Paste White #(5602243641837973);$69.89;12/4/2022
Mudslide #(5018186154991232);$140.53;1/7/2023
Towel Dispenser #(676231168801672745);$62.32;12/18/2022
Pear - Packum #(3568206576410311);$155.71;12/16/2022
Milk - Homo #(3580055653395414);$51.11;2/6/2023
Lettuce - Radicchio #(1E+02);$189.36;3/9/2023
Wine - Zinfandel Rosenblum #(6759437723167564108);$157.05;2/19/2023
Stock - Veal, White #(3558282830726422);$85.31;3/14/2023
Spice - Onion Powder Granulated #(5108758028720640);$117.09;3/9/2023
Beef - Striploin Aa #(5356120202190091);;2/14/2023
Olives - Kalamata #(670663142207435239);$141.27;12/31/2022
Vinegar - Rice #(564182365490400852);$131.25;12/6/2022
Puree - Mango #(3582704336241713);$100.97;11/29/2022
Calypso - Black Cherry Lemonade #(test⁠test‫);$86.02;
Langers - Mango Nectar #(3583793476985378);$59.28;3/6/2023
Beer - Pilsner Urquell #();$6.47;2/17/2023
Lamb - Sausage Casings #(3539953267824161);$84.26;11/24/2022
Beef - Tenderloin #(3586699137036724);$84.02;2/25/2023
Ocean Spray - Kiwi Strawberry #();$159.31;12/23/2022
Limes #(5100173317381062);$68.66;12/14/2022
Catfish - Fillets #(3540190251484598);$22.06;1/28/2023
Liquid Aminios Acid - Braggs #(341548841806694);;1/20/2023
Beans - Turtle, Black, Dry #(36856494026696);$13.36;1/28/2023
